zipcode,centile,superzip,rank,city,state,latitude,longitude,incident
72501,28.11602,0,13857,Batesville,AR,35.77,-91.65,25.00
92844,28.10751,0,13858,Garden Grove,CA,33.64,-117.77,1.00
21220,28.09681,0,13859,Middle River,MD,39.34,-76.51,187671.00
4220,28.0899,0,13860,Buckfield,ME,44.33,-70.38,209.00
20670,28.0892,0,13861,Patuxent River,MD,38.28,-76.42,31.00
62232,28.08751,0,13862,Caseyville,IL,38.63,-90.01,19.00
21655,28.08525,0,13863,Preston,MD,38.75,-75.91,23.00
97632,28.08415,0,13864,Malin,OR,42.10,-121.39,37.00
63381,28.08386,0,,Truxton,MO,39.02,-91.00,243.00
71280,28.08332,0,13865,Sterlington,LA,32.62,-92.06,23.00
47991,28.0827,0,13866,West Lebanon,IN,40.27,-87.44,17.00
66032,28.08158,0,13867,Garnett,KS,38.23,-95.29,293.00
13406,28.08052,0,,Middleville,NY,43.14,-74.93,1339.00
92282,28.08019,0,13868,Whitewater,CA,33.95,-116.65,13.00
54603,28.07738,0,13869,La Crosse,WI,43.85,-91.25,53.00
89008,28.07455,0,13870,Caliente,NV,38.02,-114.43,7815.00
89706,28.071,0,13871,Carson City,NV,39.20,-119.75,13.00
13682,28.06752,0,13872,Rodman,NY,43.86,-75.91,29.00
43466,28.06701,0,13873,Wayne,OH,41.30,-83.52,390694.00
62905,28.06653,0,,Alto Pass,IL,37.55,-89.36,6.00
43465,28.06548,0,13874,Walbridge,OH,41.46,-83.49,8824.00
78943,28.06449,0,,Glidden,TX,29.70,-96.59,38.00
48341,28.06103,0,13875,Pontiac,MI,42.63,-83.29,5.00
55314,28.05737,0,13876,Buffalo Lake,MN,44.71,-94.75,23.00
36505,28.05693,0,13877,Axis,AL,30.94,-88.02,42.00
98547,28.05639,0,13878,Grayland,WA,46.83,-124.09,62.00
98936,28.05548,0,13879,Moxee,WA,46.41,-120.23,24.00
55974,28.05448,0,13880,Spring Grove,MN,43.57,-91.64,93.00
56653,28.05378,0,13881,Littlefork,MN,48.36,-93.61,23.00
53526,28.05342,0,,Cobb,WI,42.96,-90.37,857.00
45405,28.04927,0,13882,Dayton,OH,39.79,-84.22,3.00
53820,28.04466,0,13883,Potosi,WI,42.69,-90.73,16.00
12149,28.04376,0,13884,Richmondville,NY,42.61,-74.59,15474.00
68922,28.04311,0,13885,Arapahoe,NE,40.29,-99.84,1601.00
61374,28.0428,0,,Van Orin,IL,41.37,-89.51,175.00
57037,28.04258,0,13886,Irene,SD,43.07,-97.13,232.00
49945,28.04187,0,13887,Lake Linden,MI,47.16,-88.50,74538.00
73655,28.04115,0,13888,Lone Wolf,OK,34.99,-99.25,265.00
52769,28.04082,0,,Stockton,IA,41.54,-90.86,4.00
67525,28.04048,0,13889,Claflin,KS,38.57,-98.63,321.00
59252,28.04023,0,,Outlook,MT,48.90,-104.79,60.00
90706,28.02858,0,13890,Bellflower,CA,33.89,-118.13,839.00
65262,28.01689,0,,Kingdom City,MO,38.96,-91.92,12.00
13459,28.01642,0,13891,Sharon Springs,NY,42.79,-74.58,3.00
50153,28.01593,0,,Lynnville,IA,41.61,-92.85,14.00
64473,28.0155,0,13892,Oregon,MO,39.98,-95.09,20.00
32009,28.01476,0,13893,Bryceville,FL,30.52,-81.91,95.00
38739,28.01429,0,,Dublin,MS,34.06,-90.50,51.00
84652,28.01414,0,,Redmond,UT,38.91,-111.98,8.00
43149,28.01355,0,13894,Rockbridge,OH,39.53,-82.61,25.00
12489,28.01302,0,,Wawarsing,NY,41.76,-74.35,10.00
49805,28.01293,0,,Allouez,MI,47.29,-88.41,57.00
56216,28.01274,0,13895,Blomkest,MN,44.95,-95.06,13.00
96024,28.01243,0,13896,Douglas City,CA,40.67,-122.94,2400.00
49841,28.01125,0,13897,Gwinn,MI,46.33,-87.44,3.00
31833,28.00908,0,13898,West Point,GA,32.91,-85.08,17.00
50243,28.00786,0,,Sheldahl,IA,41.86,-93.70,53423.00
12068,28.00708,0,13899,Fonda,NY,42.94,-74.39,38.00
62922,28.00579,0,13900,Creal Springs,IL,37.68,-88.82,275.00
60620,27.99046,0,13901,Chicago,IL,41.81,-87.69,12.00
56482,27.97446,0,13902,Wadena,MN,46.56,-95.08,7.00
43060,27.97278,0,13903,North Lewisburg,OH,40.20,-83.57,2.00
8260,27.96931,0,13904,Wildwood,NJ,39.07,-74.78,61.00
95471,27.96623,0,,Rio Nido,CA,38.52,-122.98,26.00
99950,27.96617,0,,Ketchikan,AK,55.54,-131.43,123.00
64491,27.96572,0,13905,Tarkio,MO,40.39,-95.39,92.00
37403,27.9648,0,13906,Chattanooga,TN,35.05,-85.29,7.00
30474,27.96165,0,13907,Vidalia,GA,32.20,-82.39,275.00
12771,27.95658,0,13908,Port Jervis,NY,41.36,-74.50,8.00
62682,27.95397,0,13909,San Jose,IL,40.30,-89.69,5277.00
64659,27.95361,0,13910,Meadville,MO,39.80,-93.30,31.00
98840,27.95257,0,13911,Okanogan,WA,48.58,-119.96,69.00
82426,27.95123,0,13912,Greybull,WY,44.48,-108.13,90.00
54563,27.95063,0,,Tony,WI,45.45,-90.96,58.00
37055,27.94616,0,13913,Dickson,TN,36.14,-87.40,44.00
63769,27.94155,0,13914,Oak Ridge,MO,37.51,-89.75,54.00
17856,27.9406,0,13915,New Columbia,PA,41.05,-76.90,1159.00
60160,27.9361,0,13916,Melrose Park,IL,41.91,-87.86,21.00
92801,27.92264,0,13917,Anaheim,CA,33.64,-117.77,4.00
44866,27.91267,0,13918,Polk,OH,40.92,-82.19,230282.00
59485,27.91226,0,,Ulm,MT,47.35,-111.60,35.00
18519,27.91109,0,13919,Dickson City,PA,41.46,-75.63,44.00
68938,27.90988,0,,Fairfield,NE,40.40,-98.05,3310.00
76858,27.90971,0,,Melvin,TX,31.22,-99.35,21.00
44841,27.90952,0,13920,Kansas,OH,41.23,-83.31,151.00
69210,27.90881,0,13921,Ainsworth,NE,42.54,-99.85,492.00
43107,27.90779,0,13922,Bremen,OH,39.70,-82.55,25.00
88341,27.9072,0,,Nogal,NM,33.74,-105.63,15.00
42055,27.90656,0,13923,Kuttawa,KY,37.07,-88.14,3.00
96051,27.90576,0,13924,Lakehead,CA,40.91,-122.41,1.00
50001,27.90538,0,,Ackworth,IA,41.38,-93.42,85.00
77072,27.89708,0,13925,Houston,TX,29.83,-95.43,620.00
98538,27.88883,0,,Curtis,WA,46.50,-123.15,122.00
29355,27.88862,0,13926,Kinards,SC,34.36,-81.66,9.00
50579,27.88786,0,13927,Rockwell City,IA,42.39,-94.63,29.00
92372,27.88651,0,13928,Pinon Hills,CA,34.24,-116.86,359839.00
62261,27.88573,0,,Modoc,IL,38.02,-90.00,25.00
73435,27.88564,0,,Fox,OK,34.29,-97.25,8.00
37015,27.88262,0,13929,Ashland City,TN,36.30,-87.08,37.00
80916,27.87467,0,13930,Colorado Springs,CO,38.81,-104.72,50.00
49067,27.86891,0,13931,Marcellus,MI,42.01,-85.86,56.00
58480,27.86805,0,,Sanborn,ND,46.89,-98.26,1.00
48846,27.86467,0,13932,Ionia,MI,42.97,-85.09,49.00
66010,27.86127,0,,Blue Mound,KS,38.09,-95.01,27.00
48721,27.86107,0,,Black River,MI,44.79,-83.35,120.00
13502,27.8549,0,13933,Utica,NY,43.15,-75.19,164.00
61075,27.84864,0,13934,Scales Mound,IL,42.45,-90.27,22.00
85938,27.84773,0,13935,Springerville,AZ,34.12,-109.29,93.00
16695,27.8468,0,13936,Woodbury,PA,40.23,-78.36,108.00
67438,27.84655,0,,Durham,KS,38.52,-97.25,1795.00
97733,27.84635,0,13937,Crescent,OR,43.44,-121.71,47.00
53585,27.84584,0,13938,Sharon,WI,42.61,-88.62,3.00
3814,27.8448,0,13939,Center Ossipee,NH,43.76,-71.12,22.00
51053,27.84392,0,13940,Schaller,IA,42.48,-95.27,22.00
55953,27.84352,0,13941,Lyle,MN,43.51,-92.94,79.00
68736,27.84323,0,,Fordyce,NE,42.73,-97.32,62.00
44663,27.83827,0,13942,New Philadelphia,OH,40.51,-81.46,26.00
67637,27.83298,0,13943,Ellis,KS,38.95,-99.34,231.00
17355,27.83246,0,,Railroad,PA,39.76,-76.70,10.00
28129,27.83149,0,13944,Oakboro,NC,35.24,-80.32,54.00
68717,27.83053,0,,Belden,NE,42.43,-97.21,44.00
89830,27.83043,0,,Montello,NV,41.06,-115.53,64.00
97439,27.82757,0,13945,Florence,OR,44.06,-124.00,508.00
35091,27.82455,0,13946,Kimberly,AL,33.77,-86.80,2.00
78650,27.82415,0,13947,Mc Dade,TX,30.27,-97.24,158.00
52032,27.8237,0,13948,Bernard,IA,42.34,-90.86,5278.00
38241,27.82329,0,13949,Palmersville,TN,36.39,-88.61,726167.00
55709,27.82232,0,13950,Bovey,MN,47.35,-93.39,42.00
28602,27.81652,0,13951,Hickory,NC,35.66,-81.27,4.00
98937,27.81092,0,13952,Naches,WA,46.81,-120.99,3.00
56029,27.81018,0,13953,Emmons,MN,43.65,-93.40,14.00
43533,27.80977,0,13954,Lyons,OH,41.69,-84.16,102.00
56339,27.8093,0,13955,Hoffman,MN,45.84,-95.79,30.00
65582,27.8087,0,13956,Vienna,MO,38.17,-91.97,275.00
6241,27.80715,0,13957,Dayville,CT,41.85,-71.86,3.00
10927,27.80431,0,13958,Haverstraw,NY,41.19,-73.96,35.00
27401,27.79959,0,13959,Greensboro,NC,36.06,-79.83,5.00
57793,27.79628,0,13960,Whitewood,SD,44.46,-103.64,13.00
15637,27.79552,0,13961,Herminie,PA,40.27,-79.57,27.00
51455,27.79459,0,13962,Manning,IA,42.02,-94.86,35.00
65068,27.79403,0,,Prairie Home,MO,38.82,-92.61,18.00
52049,27.79366,0,13963,Garnavillo,IA,42.81,-91.26,293.00
71459,27.79188,0,13964,Fort Polk,LA,31.03,-93.23,572.00
67029,27.79017,0,13965,Coldwater,KS,37.25,-99.32,78.00
52135,27.78979,0,13966,Clermont,IA,42.94,-91.67,107.00
77878,27.78949,0,,Snook,TX,30.51,-96.62,504.00
49042,27.7885,0,13967,Constantine,MI,41.94,-85.53,13.00
67867,27.78736,0,13968,Montezuma,KS,37.60,-100.42,39.00
83434,27.78686,0,13969,Menan,ID,43.71,-112.04,21.00
11205,27.78091,0,13970,Brooklyn,NY,40.68,-73.94,4.00
49858,27.7727,0,13971,Menominee,MI,45.23,-87.57,31.00
44818,27.76972,0,13972,Bloomville,OH,41.05,-82.97,13.00
70776,27.76819,0,13973,Saint Gabriel,LA,30.25,-91.09,17.00
83607,27.76447,0,13974,Caldwell,ID,43.62,-116.75,289.00
59645,27.76149,0,13975,White Sulphur Springs,MT,46.63,-111.05,30.00
58570,27.76113,0,,Solen,ND,46.37,-100.78,1197.00
28366,27.76019,0,13976,Newton Grove,NC,35.15,-78.33,345.00
51579,27.75886,0,13977,Woodbine,IA,41.75,-95.72,226.00
47525,27.75833,0,,Derby,IN,38.02,-86.57,9927.00
47708,27.75803,0,13978,Evansville,IN,37.98,-87.56,9.00
14805,27.7576,0,13979,Alpine,NY,42.38,-76.73,6.00
13316,27.75623,0,13980,Camden,NY,43.29,-75.63,3973.00
18405,27.75467,0,13981,Beach Lake,PA,41.58,-75.13,10.00
49727,27.75299,0,13982,East Jordan,MI,45.20,-85.10,32.00
52316,27.75139,0,13983,North English,IA,41.56,-92.07,2.00
56235,27.75094,0,,Donnelly,MN,45.69,-96.01,7.00
79010,27.75072,0,,Boys Ranch,TX,35.41,-102.60,23.00
99579,27.75061,0,,Egegik,AK,58.27,-156.65,17.00
16611,27.75009,0,13984,Alexandria,PA,40.55,-78.10,242.00
47850,27.74911,0,13985,Farmersburg,IN,39.22,-87.43,6.00
51549,27.74854,0,,Macedonia,IA,41.33,-95.51,102.00
87410,27.74585,0,13986,Aztec,NM,36.84,-107.82,42.00
21660,27.74263,0,13987,Ridgely,MD,38.87,-75.87,15474.00
28715,27.73779,0,13988,Candler,NC,35.54,-82.53,9.00
18435,27.73349,0,,Lackawaxen,PA,41.48,-75.01,126.00
45122,27.73144,0,13989,Goshen,OH,39.21,-84.10,8.00
95626,27.72842,0,13990,Elverta,CA,38.70,-121.45,155.00
68620,27.72678,0,13991,Albion,NE,41.65,-98.01,99.00
66064,27.72506,0,13992,Osawatomie,KS,38.56,-94.89,95.00
77488,27.72132,0,13993,Wharton,TX,29.32,-96.09,3663.00
39183,27.716,0,13994,Vicksburg,MS,32.39,-90.84,179.00
29682,27.71268,0,13995,Six Mile,SC,34.84,-82.83,3.00
1083,27.71169,0,13996,Warren,MA,42.20,-72.20,838.00
29388,27.7088,0,13997,Woodruff,SC,34.89,-81.99,14.00
10033,27.69628,0,13998,New York,NY,40.85,-73.93,2560664.00
44807,27.6858,0,13999,Attica,OH,41.08,-82.90,48.00
50514,27.68504,0,14000,Armstrong,IA,43.41,-94.53,38.00
44428,27.6841,0,14001,Kinsman,OH,41.33,-80.60,5.00
51036,27.68336,0,,Maurice,IA,42.98,-96.31,112.00
84747,27.68312,0,,Loa,UT,38.44,-111.60,23.00
47849,27.6829,0,,Fairbanks,IN,39.19,-87.55,9.00
52774,27.68279,0,,Welton,IA,41.92,-90.60,15.00
31546,27.68132,0,14002,Jesup,GA,31.53,-81.80,28.00
13052,27.6796,0,14003,De Ruyter,NY,42.78,-75.86,8163.00
30525,27.67793,0,14004,Clayton,GA,34.89,-83.38,986.00
61447,27.67634,0,14005,Kirkwood,IL,40.87,-90.66,26.00
96748,27.67535,0,14006,Kaunakakai,HI,21.09,-157.01,210.00
95842,27.66956,0,14007,Sacramento,CA,38.69,-121.36,10070.00
64482,27.66411,0,14008,Rock Port,MO,40.41,-95.51,54.00
60456,27.66283,0,14009,Hometown,IL,41.81,-87.69,5.00
53803,27.66179,0,14010,Benton,WI,42.55,-90.35,372.00
71730,27.65527,0,14011,El Dorado,AR,33.19,-92.63,254.00
59260,27.64892,0,,Richland,MT,48.65,-106.12,2116.00
13092,27.64844,0,14012,Locke,NY,42.66,-76.41,23.00
45744,27.64743,0,14013,Lowell,OH,39.54,-81.48,21.00
41043,27.64659,0,14014,Foster,KY,38.77,-84.17,572.00
58472,27.64624,0,,Montpelier,ND,46.68,-98.66,6.00
58067,27.6461,0,,Rutland,ND,46.04,-97.43,27.00
42049,27.64569,0,14015,Hazel,KY,36.58,-88.32,103.00
45331,27.64097,0,14016,Greenville,OH,40.16,-84.65,1738.00
5830,27.63631,0,14017,Derby Line,VT,44.97,-72.04,9927.00
46049,27.63587,0,14018,Kempton,IN,40.31,-86.15,6.00
13743,27.63505,0,14019,Candor,NY,42.23,-76.31,9.00
12451,27.63411,0,14020,Leeds,NY,42.30,-73.93,279450.00
56330,27.63359,0,14021,Foreston,MN,45.74,-93.65,30.00
15501,27.63005,0,14022,Somerset,PA,39.99,-79.09,384.00
80749,27.62667,0,,Sedgwick,CO,40.88,-102.44,1540.00
35175,27.62566,0,14023,Union Grove,AL,34.43,-86.50,5860.00
33565,27.6217,0,14024,Plant City,FL,28.08,-82.16,238.00
23829,27.61817,0,14025,Capron,VA,36.72,-77.24,93.00
13308,27.61674,0,14026,Blossvale,NY,43.14,-75.52,13.00
37052,27.61538,0,14027,Cunningham,TN,36.40,-87.38,2.00
46928,27.61393,0,14028,Fairmount,IN,40.52,-85.66,3310.00
59929,27.61287,0,,Proctor,MT,47.91,-114.34,354.00
68976,27.61277,0,,Smithfield,NE,40.54,-99.83,673.00
27935,27.61244,0,14029,Eure,NC,36.42,-76.80,349.00
12092,27.61197,0,14030,Howes Cave,NY,42.71,-74.35,45.00
34743,27.60738,0,14031,Kissimmee,FL,28.33,-81.41,26.00
95690,27.60258,0,14032,Walnut Grove,CA,38.18,-121.58,5.00
49747,27.60182,0,14033,Hubbard Lake,MI,44.91,-83.61,13.00
46148,27.60059,0,14034,Knightstown,IN,39.84,-85.47,27.00
58433,27.5995,0,14035,Edgeley,ND,46.41,-98.71,69.00
74331,27.59798,0,14036,Afton,OK,36.82,-94.92,34.00
97026,27.59619,0,14037,Gervais,OR,45.12,-122.94,132.00
66725,27.59459,0,14038,Columbus,KS,37.17,-94.89,260.00
66549,27.59321,0,14039,Westmoreland,KS,39.41,-96.44,335.00
32346,27.59248,0,14040,Panacea,FL,30.02,-84.39,16.00
16662,27.59096,0,14041,Martinsburg,PA,40.34,-78.34,31034.00
29666,27.58871,0,14042,Ninety Six,SC,34.12,-82.00,6.00
52501,27.58192,0,14043,Ottumwa,IA,41.03,-92.41,30.00
50101,27.57629,0,,Galt,IA,42.67,-93.63,38.00
27856,27.57343,0,14044,Nashville,NC,36.02,-77.98,566.00
60931,27.57045,0,,Donovan,IL,40.88,-87.60,7.00
39740,27.57008,0,14045,Caledonia,MS,33.82,-88.27,26.00
47901,27.56926,0,14046,Lafayette,IN,40.40,-86.83,2005.00
93060,27.56349,0,14047,Santa Paula,CA,34.36,-119.09,1491.00
19940,27.55738,0,14048,Delmar,DE,38.63,-75.32,1737.00
62277,27.55619,0,14049,Prairie du Rocher,IL,38.11,-90.03,18.00
45714,27.55396,0,14050,Belpre,OH,39.45,-81.56,35.00
56281,27.55188,0,,Prinsburg,MN,45.03,-95.00,354.00
54756,27.55157,0,14051,Nelson,WI,44.47,-91.91,75.00
67009,27.55121,0,14052,Attica,KS,37.22,-98.21,48.00
15089,27.54956,0,14053,West Newton,PA,40.20,-79.73,17.00
18642,27.54723,0,14054,Duryea,PA,41.22,-75.94,1795.00
65079,27.54531,0,14055,Sunrise Beach,MO,38.16,-92.72,80.00
15856,27.54408,0,14056,Rockton,PA,40.99,-78.42,170.00
86326,27.54003,0,14057,Cottonwood,AZ,34.64,-112.04,5.00
4736,27.53413,0,14058,Caribou,ME,46.87,-68.03,5.00
76518,27.53187,0,14059,Buckholts,TX,30.87,-97.06,209.00
68319,27.53151,0,,Bradshaw,NE,40.93,-97.75,169.00
40865,27.53134,0,,Putney,KY,36.90,-83.24,30798.00
4091,27.53116,0,14060,West Baldwin,ME,44.41,-70.47,15.00
99109,27.53024,0,14061,Chewelah,WA,48.29,-117.74,559.00
43142,27.52942,0,,Milledgeville,OH,39.59,-83.58,20.00
75654,27.52732,0,14062,Henderson,TX,32.13,-94.75,451.00
19805,27.51822,0,14063,Wilmington,DE,39.74,-75.59,262.00
43347,27.51098,0,14064,Rushsylvania,OH,40.47,-83.65,8.00
13315,27.51049,0,14065,Burlington Flats,NY,42.73,-75.13,282.00
44436,27.50941,0,14066,Lowellville,OH,41.06,-80.55,21.00
31019,27.50822,0,14067,Dexter,GA,32.43,-83.04,5.00
22730,27.5078,0,,Oakpark,VA,38.43,-78.27,54.00
16443,27.50749,0,14068,West Springfield,PA,41.94,-80.47,17.00
87723,27.50711,0,,Holman,NM,36.01,-105.02,119.00
74857,27.50548,0,14069,Newalla,OK,35.44,-97.35,2560664.00
6108,27.49973,0,14070,East Hartford,CT,41.78,-72.62,32.00
40330,27.49196,0,14071,Harrodsburg,KY,37.80,-84.86,40.00
60420,27.48727,0,14072,Dwight,IL,41.06,-88.42,529579.00
28904,27.48459,0,14073,Hayesville,NC,35.07,-83.78,48.00
32011,27.48104,0,14074,Callahan,FL,30.56,-81.84,16.00
56667,27.4789,0,,Puposky,MN,47.97,-95.01,7498.00
36035,27.47845,0,14075,Goshen,AL,31.81,-86.09,8.00
60938,27.47773,0,14076,Gilman,IL,40.77,-87.83,18.00
13318,27.47706,0,14077,Cassville,NY,42.92,-75.26,39.00
16133,27.47651,0,14078,Jackson Center,PA,41.28,-80.11,44626.00
60964,27.47492,0,14079,Saint Anne,IL,41.07,-87.69,17.00
45336,27.47346,0,,Kettlersville,OH,40.44,-84.26,21.00
60474,27.47346,0,,South Wilmington,IL,41.17,-88.27,643.00
66720,27.4712,0,14080,Chanute,KS,37.61,-95.42,116.00
58272,27.46904,0,,Petersburg,ND,48.01,-98.00,328.00
68370,27.46854,0,14081,Hebron,NE,40.24,-97.64,5.00
76389,27.4679,0,14082,Windthorst,TX,33.62,-98.69,21.00
44859,27.46736,0,14083,Nova,OH,41.01,-82.33,39.00
13145,27.46672,0,14084,Sandy Creek,NY,43.62,-76.11,37.00
81144,27.46502,0,14085,Monte Vista,CO,37.57,-106.35,64.00
16669,27.46323,0,14086,Petersburg,PA,40.58,-78.07,328.00
96104,27.46264,0,14087,Cedarville,CA,41.42,-120.11,22.00
13367,27.46097,0,14088,Lowville,NY,43.79,-75.42,501.00
85936,27.45879,0,14089,Saint Johns,AZ,34.50,-109.48,17.00
45354,27.45807,0,,Phillipsburg,OH,39.91,-84.40,168.00
21639,27.45734,0,14090,Greensboro,MD,38.97,-75.79,5.00
56542,27.45613,0,14091,Fosston,MN,47.60,-96.27,572.00
76870,27.45556,0,,Priddy,TX,31.48,-98.63,11.00
32097,27.45364,0,14092,Yulee,FL,30.66,-81.68,1.00
68322,27.45167,0,,Bruning,NE,40.34,-97.56,268.00
46947,27.44619,0,14093,Logansport,IN,40.78,-86.38,265.00
53504,27.44044,0,14094,Argyle,WI,42.69,-89.92,9.00
97203,27.43559,0,14095,Portland,OR,45.60,-122.74,87.00
68329,27.43096,0,14096,Cook,NE,40.51,-96.16,669751.00
61041,27.43055,0,14097,Hanover,IL,42.27,-90.30,100.00
66056,27.42995,0,14098,Mound City,KS,38.24,-94.77,1.00
68642,27.42931,0,14099,Humphrey,NE,41.69,-97.49,374.00
95002,27.42866,0,14100,Alviso,CA,37.19,-121.71,6.00
77836,27.42639,0,14101,Caldwell,TX,30.53,-96.66,289.00
59422,27.42391,0,14102,Choteau,MT,47.82,-112.27,108.00
69347,27.42305,0,14103,Hay Springs,NE,42.64,-102.67,48.00
16749,27.42197,0,14104,Smethport,PA,41.80,-78.54,21.00
78064,27.41907,0,14105,Pleasanton,TX,28.98,-98.50,70.00
13634,27.41628,0,14106,Dexter,NY,44.01,-76.08,5.00
96002,27.41039,0,14107,Redding,CA,40.62,-122.31,8.00
45345,27.40397,0,14108,New Lebanon,OH,39.80,-84.33,24.00
76864,27.40256,0,14109,Mullin,TX,31.55,-98.64,24.00
42051,27.40183,0,14110,Hickory,KY,36.85,-88.64,4.00
12883,27.40034,0,14111,Ticonderoga,NY,43.85,-73.48,174.00
51056,27.39929,0,,Smithland,IA,42.35,-96.04,673.00
61911,27.39852,0,14112,Arthur,IL,39.73,-88.25,54.00
43554,27.39738,0,14113,Pioneer,OH,41.65,-84.59,359839.00
32738,27.39101,0,14114,Deltona,FL,28.94,-81.23,46.00
66854,27.38493,0,14115,Hartford,KS,38.35,-96.10,2713.00
27976,27.3843,0,14116,South Mills,NC,36.46,-76.28,643.00
24465,27.38358,0,14117,Monterey,VA,38.39,-79.56,1519.00
17836,27.38323,0,,Leck Kill,PA,40.89,-76.66,106.00
24588,27.38156,0,14118,Rustburg,VA,37.28,-79.09,258.00
80214,27.37705,0,14119,Denver,CO,39.74,-105.06,9927.00
35074,27.37413,0,,Green Pond,AL,33.20,-87.12,9.00
60637,27.36514,0,14120,Chicago,IL,41.81,-87.69,12.00
12958,27.35588,0,14121,Mooers,NY,44.79,-73.66,2.00
15697,27.35467,0,14122,Youngwood,PA,40.24,-79.51,26.00
5459,27.35343,0,14123,Highgate Center,VT,44.96,-73.03,1675.00
50583,27.35247,0,14124,Sac City,IA,42.44,-94.99,3.00
66962,27.35178,0,,Palmer,KS,39.61,-97.13,726167.00
51234,27.35151,0,14125,Boyden,IA,43.19,-96.01,38.00
33404,27.34599,0,14126,West Palm Beach,FL,26.65,-80.43,17.00
38756,27.33946,0,14127,Leland,MS,33.40,-90.88,649.00
67003,27.3377,0,14128,Anthony,KS,37.11,-98.05,2.00
19029,27.33635,0,14129,Essington,PA,39.87,-75.29,21205.00
74429,27.3338,0,14130,Coweta,OK,36.00,-95.67,110.00
50207,27.33158,0,14131,New Sharon,IA,41.39,-92.63,26.00
83611,27.3307,0,14132,Cascade,ID,44.69,-115.64,80.00
47613,27.32984,0,14133,Elberfeld,IN,38.13,-87.42,3973.00
27212,27.32911,0,14134,Blanch,NC,36.47,-79.28,102.00
29108,27.32541,0,14135,Newberry,SC,34.31,-81.61,88.00
22835,27.31978,0,14136,Luray,VA,38.65,-78.48,31.00
23409,27.31752,0,,Mears,VA,37.84,-75.61,3.00
78114,27.31451,0,14137,Floresville,TX,29.16,-98.18,508.00
67058,27.31111,0,14138,Harper,KS,37.29,-98.04,5.00
80741,27.31054,0,14139,Merino,CO,40.63,-103.41,1812.00
70777,27.30972,0,14140,Slaughter,LA,30.76,-91.07,21.00
4263,27.30871,0,14141,Leeds,ME,44.29,-70.14,279450.00
15928,27.30797,0,14142,Davidsville,PA,40.24,-78.92,12653.00
52041,27.30731,0,14143,Earlville,IA,42.52,-91.30,20.00
24012,27.30167,0,14144,Roanoke,VA,37.31,-79.93,645.00
73842,27.29623,0,,Freedom,OK,36.77,-99.11,11.00
50654,27.29603,0,,Masonville,IA,42.46,-91.56,162.00
26684,27.29591,0,,Pool,WV,38.32,-80.83,169.00
51358,27.29564,0,14145,Ruthven,IA,43.13,-94.86,322.00
56373,27.29496,0,14146,Royalton,MN,45.87,-94.16,395.00
49405,27.29424,0,14147,Custer,MI,43.93,-86.18,186.00
8252,27.29377,0,14148,Whitesboro,NJ,39.04,-74.86,30.00
88339,27.29353,0,,Mayhill,NM,32.99,-105.60,158.00
41519,27.29339,0,,Canada,KY,37.59,-82.33,261.00
15473,27.29256,0,14149,Perryopolis,PA,40.06,-79.78,356.00
73720,27.29175,0,,Bison,OK,36.38,-97.78,35.00
23503,27.28543,0,14150,Norfolk,VA,36.95,-76.26,5177.00
73018,27.27571,0,14151,Chickasha,OK,35.13,-97.94,61.00
59464,27.27217,0,,Moore,MT,46.97,-109.69,203.00
38326,27.27158,0,14152,Counce,TN,35.11,-88.29,5.00
4757,27.27053,0,14153,Mapleton,ME,47.01,-68.18,35.00
63362,27.26926,0,14154,Moscow Mills,MO,38.95,-90.91,18.00
61367,27.26836,0,14155,Sublette,IL,41.63,-89.27,18.00
51047,27.26804,0,14156,Peterson,IA,43.00,-95.30,328.00
52362,27.26767,0,14157,Wyoming,IA,42.07,-91.08,109.00
17968,27.26738,0,,Sacramento,PA,40.64,-76.59,10070.00
77075,27.26377,0,14158,Houston,TX,29.62,-95.26,620.00
68728,27.2602,0,,Concord,NE,42.49,-96.85,5.00
54740,27.25976,0,14159,Elmwood,WI,44.74,-92.23,155.00
61344,27.2593,0,,Mineral,IL,41.38,-89.83,42.00
13679,27.25891,0,14160,Redwood,NY,44.33,-75.80,7.00
61060,27.25834,0,14161,Orangeville,IL,42.47,-89.61,554.00
80624,27.25789,0,14162,Gill,CO,40.48,-104.59,72.00
46001,27.25545,0,14163,Alexandria,IN,40.21,-85.68,242.00
54830,27.25258,0,14164,Danbury,WI,45.97,-92.29,126839.00
86046,27.25108,0,14165,Williams,AZ,35.92,-112.37,28.00
24483,27.25008,0,,Vesuvius,VA,37.86,-79.23,179.00
21837,27.24953,0,14166,Mardela Springs,MD,38.46,-75.75,56.00
57574,27.24905,0,,Tuthill,SD,43.19,-101.67,31.00
47362,27.24343,0,14167,New Castle,IN,39.92,-85.37,1159.00
77004,27.23284,0,14168,Houston,TX,29.83,-95.43,620.00
97812,27.2277,0,14169,Arlington,OR,45.57,-120.28,225.00
38261,27.22441,0,14170,Union City,TN,36.35,-89.12,5860.00
63456,27.22052,0,14171,Monroe City,MO,39.62,-91.76,25560.00
14701,27.21189,0,14172,Jamestown,NY,42.20,-79.43,62.00
17350,27.20182,0,14173,New Oxford,PA,39.88,-77.08,26.00
56357,27.1995,0,14174,Oak Park,MN,45.70,-93.82,54.00
68981,27.19929,0,,Upland,NE,40.32,-98.90,5860.00
76501,27.19656,0,14175,Temple,TX,31.07,-97.30,33.00
49649,27.19295,0,14176,Kingsley,MI,44.58,-85.53,208.00
