zipcode,centile,superzip,rank,city,state,latitude,longitude,incident
2738,90.58527,0,1423,Marion,MA,41.74,-70.75,149429.00
19930,90.58365,0,1424,Bethany Beach,DE,38.56,-75.19,79.00
45066,90.58012,0,1425,Springboro,OH,39.47,-84.15,93.00
10996,90.57668,0,1426,West Point,NY,41.36,-74.00,17.00
75182,90.57568,0,1427,Sunnyvale,TX,32.80,-96.56,80.00
6438,90.57479,0,1428,Haddam,CT,41.47,-72.51,23.00
10965,90.57166,0,1429,Pearl River,NY,41.06,-74.02,39.00
2140,90.56548,0,1430,Cambridge,MA,42.39,-71.13,181.00
6084,90.55966,0,1431,Tolland,CT,41.88,-72.36,21.00
30033,90.55175,0,1432,Decatur,GA,33.82,-84.29,124.00
95017,90.5461,0,,Davenport,CA,37.10,-122.24,731.00
20910,90.53888,0,1433,Silver Spring,MD,39.00,-77.03,30.00
98286,90.53175,0,,Shaw Island,WA,48.56,-122.98,358.00
55108,90.52895,0,1434,Saint Paul,MN,44.98,-93.18,17.00
4021,90.52523,0,1435,Cumberland Center,ME,43.81,-70.45,2655.00
1612,90.5235,0,1436,Paxton,MA,42.30,-71.89,232.00
76248,90.51814,0,1437,Keller,TX,32.93,-97.25,5.00
20121,90.50901,0,1438,Centreville,VA,38.82,-77.46,63.00
95683,90.50349,0,1439,Sloughhouse,CA,38.52,-121.13,21.00
77057,90.49531,0,1440,Houston,TX,29.83,-95.43,620.00
40514,90.48614,0,1441,Lexington,KY,37.98,-84.56,488.00
60515,90.47887,0,1442,Downers Grove,IL,41.80,-88.01,2400.00
43212,90.47002,0,1443,Columbus,OH,39.97,-83.01,260.00
55441,90.46329,0,1444,Minneapolis,MN,45.01,-93.42,15.00
6059,90.45989,0,1445,North Canton,CT,41.90,-72.89,2.00
47401,90.4541,0,1446,Bloomington,IN,39.08,-86.44,13.00
33330,90.44656,0,1447,Fort Lauderdale,FL,26.07,-80.33,572.00
45069,90.43706,0,1448,West Chester,OH,39.34,-84.41,11.00
80138,90.42592,0,1449,Parker,CO,39.51,-104.72,121.00
1545,90.41632,0,1450,Shrewsbury,MA,42.29,-71.72,28.00
15243,90.40753,0,1451,Pittsburgh,PA,40.38,-80.07,91.00
22911,90.40264,0,1452,Charlottesville,VA,38.10,-78.41,121.00
6248,90.3996,0,1453,Hebron,CT,41.69,-72.40,5.00
1803,90.39428,0,1454,Burlington,MA,42.50,-71.20,282.00
95051,90.37957,0,1455,Santa Clara,CA,37.19,-121.71,4647.00
2835,90.36813,0,1456,Jamestown,RI,41.51,-71.38,62.00
95003,90.3622,0,1457,Aptos,CA,37.02,-121.88,25.00
45459,90.35178,0,1458,Dayton,OH,39.65,-84.17,3.00
2038,90.34101,0,1459,Franklin,MA,42.09,-71.40,20084.00
80125,90.33482,0,1460,Littleton,CO,39.50,-105.06,23.00
7005,90.33083,0,1461,Boonton,NJ,40.92,-74.43,331.00
45387,90.32683,0,1462,Yellow Springs,OH,39.76,-83.88,4.00
6798,90.32396,0,1463,Woodbury,CT,41.73,-73.14,108.00
92886,90.3151,0,1464,Yorba Linda,CA,33.67,-117.59,271.00
35806,90.30611,0,1465,Huntsville,AL,34.76,-86.69,21.00
94107,90.30022,0,1466,San Francisco,CA,37.77,-122.39,14455.00
98008,90.29163,0,1467,Bellevue,WA,47.61,-122.11,839.00
1072,90.28671,0,1468,Shutesbury,MA,42.47,-72.44,28.00
95125,90.27724,0,1469,San Jose,CA,37.19,-121.71,5277.00
83712,90.26643,0,1470,Boise,ID,43.59,-116.14,19.00
10594,90.26391,0,1471,Thornwood,NY,41.12,-73.77,105.00
92835,90.25881,0,1472,Fullerton,CA,33.64,-117.77,37.00
88338,90.25464,0,,Lincoln,NM,33.74,-105.63,850.00
11780,90.2518,0,1473,Saint James,NY,40.89,-73.17,17.00
94973,90.2487,0,1474,Woodacre,CA,38.01,-122.66,226.00
45241,90.24371,0,1475,Cincinnati,OH,39.26,-84.41,9.00
27282,90.23688,0,1476,Jamestown,NC,36.00,-79.93,62.00
1721,90.23191,0,1477,Ashland,MA,42.45,-71.46,37.00
20155,90.22787,0,1478,Gainesville,VA,38.82,-77.62,20.00
92649,90.22009,0,1479,Huntington Beach,CA,33.64,-117.77,21.00
55344,90.2111,0,1480,Eden Prairie,MN,44.85,-93.44,98.00
6074,90.20415,0,1481,South Windsor,CT,41.83,-72.56,643.00
79121,90.19836,0,1482,Amarillo,TX,35.14,-101.99,31.00
8809,90.19576,0,1483,Clinton,NJ,40.53,-74.85,217.00
96141,90.1942,0,1484,Homewood,CA,39.12,-120.18,5.00
94542,90.19201,0,1485,Hayward,CA,37.66,-122.05,125.00
20158,90.18944,0,1486,Hamilton,VA,39.14,-77.66,11917.00
90211,90.18726,0,1487,Beverly Hills,CA,33.79,-118.30,25.00
81225,90.18552,0,,Crested Butte,CO,38.90,-106.96,47.00
33483,90.18245,0,1488,Delray Beach,FL,26.46,-80.06,1737.00
63367,90.17791,0,1489,Lake Saint Louis,MO,38.79,-90.74,1.00
78727,90.17218,0,1490,Austin,TX,30.43,-97.72,43.00
36106,90.16548,0,1491,Montgomery,AL,32.35,-86.26,11540.00
10516,90.16191,0,1492,Cold Spring,NY,41.46,-73.81,78.00
2339,90.15856,0,1493,Hanover,MA,42.12,-70.85,100.00
98116,90.15167,0,1494,Seattle,WA,47.43,-121.80,9.00
49636,90.14698,0,,Glen Arbor,MI,44.87,-85.99,2.00
66205,90.14402,0,1495,Mission,KS,38.99,-94.83,5.00
10507,90.13977,0,1496,Bedford Hills,NY,41.23,-73.70,169.00
29631,90.13676,0,1497,Clemson,SC,34.76,-82.80,65.00
48348,90.13174,0,1498,Clarkston,MI,42.76,-83.40,364.00
80516,90.12676,0,1499,Erie,CO,40.06,-104.92,5873.00
38018,90.11551,0,1500,Cordova,TN,35.10,-89.90,24.00
6488,90.10203,0,1501,Southbury,CT,41.47,-73.24,57.00
80920,90.09309,0,1502,Colorado Springs,CO,38.97,-104.76,50.00
28078,90.08286,0,1503,Huntersville,NC,35.40,-80.87,56.00
67205,90.07639,0,1504,Wichita,KS,37.77,-97.44,540.00
55401,90.07412,0,1505,Minneapolis,MN,44.98,-93.27,15.00
93109,90.07117,0,1506,Santa Barbara,CA,34.41,-119.72,499.00
81435,90.06807,0,1507,Telluride,CO,37.98,-107.96,33.00
6784,90.06632,0,1508,Sherman,CT,41.53,-73.49,16.00
7004,90.06417,0,1509,Fairfield,NJ,40.88,-74.30,3310.00
7456,90.06054,0,1510,Ringwood,NJ,41.11,-74.29,2.00
11731,90.05241,0,1511,East Northport,NY,40.86,-73.31,32.00
32259,90.04335,0,1512,Saint Johns,FL,29.88,-81.56,17.00
10984,90.03973,0,1513,Thiells,NY,41.21,-74.02,3.00
32903,90.03661,0,1514,Indialantic,FL,28.11,-80.58,54.00
73131,90.03346,0,1515,Oklahoma City,OK,35.57,-97.46,17232.00
68136,90.03257,0,1516,Omaha,NE,41.17,-96.17,67.00
62519,90.03216,0,,Cornland,IL,39.94,-89.40,24.00
45226,90.03079,0,1517,Cincinnati,OH,39.11,-84.43,9.00
95524,90.02911,0,1518,Bayside,CA,40.82,-124.04,10.00
66062,90.01984,0,1519,Olathe,KS,38.85,-94.78,52.00
80401,90.00375,0,1520,Golden,CO,39.72,-105.25,13.00
14850,89.98787,0,1521,Ithaca,NY,42.40,-76.48,27.00
33316,89.97669,0,1522,Fort Lauderdale,FL,26.10,-80.12,572.00
94933,89.97404,0,1523,Forest Knolls,CA,38.02,-122.69,30.00
20180,89.97301,0,1524,Lovettsville,VA,39.22,-77.66,21.00
76016,89.96665,0,1525,Arlington,TX,32.77,-97.29,225.00
7748,89.95585,0,1526,Middletown,NJ,40.40,-74.14,1339.00
68516,89.94505,0,1527,Lincoln,NE,40.78,-96.66,850.00
23229,89.93353,0,1528,Henrico,VA,37.60,-77.57,722.00
37919,89.92238,0,1529,Knoxville,TN,35.94,-84.04,2005.00
78681,89.9118,0,1530,Round Rock,TX,30.52,-97.72,47.00
2668,89.90578,0,1531,West Barnstable,MA,41.79,-70.20,15.00
87043,89.90436,0,1532,Placitas,NM,35.62,-106.64,238.00
19063,89.89604,0,1533,Media,PA,39.92,-75.40,20.00
12077,89.88756,0,1534,Glenmont,NY,42.60,-73.79,2.00
30809,89.88216,0,1535,Evans,GA,33.55,-82.14,9.00
23693,89.87453,0,1536,Yorktown,VA,37.15,-76.45,1074.00
30064,89.86361,0,1537,Marietta,GA,33.92,-84.63,5.00
80015,89.84692,0,1538,Aurora,CO,39.67,-104.78,98.00
95124,89.82951,0,1539,San Jose,CA,37.19,-121.71,5277.00
16066,89.81689,0,1540,Cranberry Township,PA,40.71,-80.10,154.00
11767,89.81022,0,1541,Nesconset,NY,40.85,-73.15,8.00
20765,89.80763,0,,Galesville,MD,38.97,-76.55,21.00
84093,89.80368,0,1542,Sandy,UT,40.60,-111.82,37.00
21117,89.7922,0,1543,Owings Mills,MD,39.43,-76.79,16.00
11565,89.78279,0,1544,Malverne,NY,40.67,-73.67,37.00
60030,89.77533,0,1545,Grayslake,IL,42.35,-88.05,111.00
11516,89.76833,0,1546,Cedarhurst,NY,40.63,-73.73,22.00
19610,89.76411,0,1547,Reading,PA,40.34,-75.98,14.00
11740,89.75937,0,1548,Greenlawn,NY,40.87,-73.36,930.00
99755,89.75747,0,,Denali National Park,AK,63.54,-149.99,46.00
46236,89.75286,0,1549,Indianapolis,IN,39.87,-85.98,80.00
10960,89.74546,0,1550,Nyack,NY,41.08,-73.93,1971.00
95119,89.74089,0,1551,San Jose,CA,37.19,-121.71,5277.00
5672,89.73829,0,1552,Stowe,VT,44.54,-72.66,23.00
11215,89.72504,0,1553,Brooklyn,NY,40.66,-73.98,4.00
6021,89.71259,0,,Colebrook,CT,42.01,-73.12,78.00
19426,89.70686,0,1554,Collegeville,PA,40.24,-75.43,17.00
19335,89.69395,0,1555,Downingtown,PA,40.03,-75.72,2400.00
16046,89.68492,0,1556,Mars,PA,40.87,-79.94,40.00
61874,89.68232,0,1557,Savoy,IL,40.07,-88.25,11.00
48188,89.67611,0,1558,Canton,MI,42.29,-83.49,12.00
53005,89.66681,0,1559,Brookfield,WI,43.06,-88.11,14.00
11746,89.65134,0,1560,Huntington Station,NY,40.81,-73.36,21.00
11786,89.63867,0,1561,Shoreham,NY,40.92,-72.64,30.00
80135,89.63692,0,1562,Sedalia,CO,39.31,-105.07,275.00
8823,89.63474,0,1563,Franklin Park,NJ,40.44,-74.56,20084.00
8876,89.62542,0,1564,Somerville,NJ,40.56,-74.66,7.00
77441,89.61718,0,1565,Fulshear,TX,29.69,-95.94,37.00
2081,89.61333,0,1566,Walpole,MA,42.15,-71.26,5.00
7024,89.60233,0,1567,Fort Lee,NJ,40.85,-73.97,572.00
91320,89.58782,0,1568,Newbury Park,CA,34.18,-118.91,88.00
21774,89.57939,0,1569,New Market,MD,39.43,-77.22,26.00
20716,89.57426,0,1570,Bowie,MD,38.93,-76.71,305.00
6785,89.57049,0,,South Kent,CT,41.68,-73.31,643.00
63146,89.56442,0,1571,Saint Louis,MO,38.70,-90.46,17.00
48370,89.55814,0,1572,Oxford,MI,42.84,-83.20,39.00
40222,89.5536,0,1573,Louisville,KY,38.27,-85.62,60.00
19027,89.54578,0,1574,Elkins Park,PA,40.08,-75.13,259.00
38017,89.53598,0,1575,Collierville,TN,35.08,-89.70,89307.00
11788,89.52661,0,1576,Hauppauge,NY,40.82,-73.21,35.00
94122,89.5116,0,1577,San Francisco,CA,37.76,-122.48,14455.00
11932,89.49947,0,1578,Bridgehampton,NY,40.92,-72.64,18.00
76054,89.49696,0,1579,Hurst,TX,32.86,-97.18,40.00
91367,89.48727,0,1580,Woodland Hills,CA,33.79,-118.30,22.00
7652,89.4748,0,1581,Paramus,NJ,40.94,-74.07,96.00
21071,89.4697,0,,Glyndon,MD,39.52,-76.77,231.00
20117,89.46911,0,1582,Middleburg,VA,39.03,-77.69,187671.00
20904,89.45965,0,1583,Silver Spring,MD,39.07,-77.00,30.00
98136,89.44769,0,1584,Seattle,WA,47.43,-121.80,9.00
72227,89.44225,0,1585,Little Rock,AR,34.78,-92.37,23.00
80237,89.4364,0,1586,Denver,CO,39.64,-104.90,9927.00
3033,89.43226,0,1587,Brookline,NH,42.85,-71.77,4.00
80487,89.42892,0,1588,Steamboat Springs,CO,40.63,-106.93,33.00
30345,89.42188,0,1589,Atlanta,GA,33.85,-84.28,16.00
29212,89.41251,0,1590,Columbia,SC,34.02,-81.20,37374.00
95819,89.40425,0,1591,Sacramento,CA,38.57,-121.44,10070.00
7432,89.39961,0,1592,Midland Park,NJ,40.99,-74.14,309.00
65203,89.39062,0,1593,Columbia,MO,38.88,-92.40,37374.00
23226,89.37979,0,1594,Richmond,VA,37.59,-77.52,15474.00
60525,89.37045,0,1595,La Grange,IL,41.81,-87.69,53.00
30066,89.35523,0,1596,Marietta,GA,34.02,-84.50,5.00
28774,89.34605,0,1597,Sapphire,NC,35.10,-82.99,27793.00
80230,89.34549,0,1598,Denver,CO,39.72,-104.90,9927.00
20187,89.34276,0,1599,Warrenton,VA,38.72,-77.74,838.00
15222,89.33998,0,1600,Pittsburgh,PA,40.43,-80.02,91.00
10543,89.33581,0,1601,Mamaroneck,NY,40.95,-73.74,37.00
55116,89.32747,0,1602,Saint Paul,MN,44.91,-93.17,17.00
45040,89.31698,0,1603,Mason,OH,39.40,-84.18,162.00
54211,89.31107,0,,Ephraim,WI,45.16,-87.17,27.00
46845,89.30836,0,1604,Fort Wayne,IN,41.10,-85.08,572.00
48114,89.30232,0,1605,Brighton,MI,42.55,-83.88,18.00
20874,89.2902,0,1606,Germantown,MD,39.14,-77.28,132.00
33486,89.27705,0,1607,Boca Raton,FL,26.35,-80.12,27.00
34134,89.26976,0,1608,Bonita Springs,FL,26.36,-81.82,7.00
81654,89.26663,0,1609,Snowmass,CO,39.25,-106.92,504.00
32605,89.26225,0,1610,Gainesville,FL,29.68,-82.47,20.00
81620,89.25637,0,1611,Avon,CO,39.63,-106.51,23.00
78736,89.25333,0,1612,Austin,TX,30.27,-97.97,43.00
14068,89.25069,0,1613,Getzville,NY,43.03,-78.76,132.00
94523,89.24289,0,1614,Pleasant Hill,CA,37.96,-122.08,70.00
48108,89.23235,0,1615,Ann Arbor,MI,42.22,-83.73,233.00
72211,89.22532,0,1616,Little Rock,AR,34.78,-92.43,23.00
48187,89.21458,0,1617,Canton,MI,42.37,-83.42,12.00
70810,89.20178,0,1618,Baton Rouge,LA,30.36,-91.07,23.00
1264,89.19674,0,,Tyringham,MA,42.22,-73.20,53.00
94949,89.19408,0,1619,Novato,CA,38.06,-122.54,39.00
15668,89.18897,0,1620,Murrysville,PA,40.42,-79.66,57.00
92648,89.17799,0,1621,Huntington Beach,CA,33.64,-117.77,21.00
80478,89.16933,0,1622,Tabernash,CO,39.98,-105.86,3.00
1267,89.16778,0,1623,Williamstown,MA,42.64,-73.26,262.00
44072,89.1656,0,1624,Novelty,OH,41.47,-81.33,39.00
7435,89.1644,0,1625,Newfoundland,NJ,41.05,-74.44,88.00
7703,89.16394,0,,Fort Monmouth,NJ,40.31,-74.04,572.00
63144,89.1621,0,1626,Saint Louis,MO,38.62,-90.35,17.00
43214,89.15505,0,1627,Columbus,OH,39.97,-83.01,260.00
48382,89.14642,0,1628,Commerce Township,MI,42.58,-83.50,1515.00
5053,89.14299,0,,North Pomfret,VT,43.71,-72.51,2.00
60174,89.13734,0,1629,Saint Charles,IL,41.94,-88.43,17.00
90025,89.12298,0,1630,Los Angeles,CA,33.79,-118.30,869135.00
98121,89.11232,0,1631,Seattle,WA,47.43,-121.80,9.00
73034,89.10538,0,1632,Edmond,OK,35.63,-97.46,69.00
84004,89.09935,0,1633,Alpine,UT,40.46,-111.77,6.00
10165,89.09837,0,,New York,NY,40.75,-73.98,2560664.00
91915,89.09684,0,1634,Chula Vista,CA,32.63,-116.95,200.00
77339,89.0898,0,1635,Kingwood,TX,29.83,-95.43,208.00
34685,89.08092,0,1636,Palm Harbor,FL,28.11,-82.69,726167.00
92629,89.07199,0,1637,Dana Point,CA,33.49,-117.70,126839.00
35803,89.06171,0,1638,Huntsville,AL,34.59,-86.54,21.00
6422,89.05579,0,1639,Durham,CT,41.46,-72.68,1795.00
30189,89.04886,0,1640,Woodstock,GA,34.15,-84.48,4.00
6019,89.04235,0,1641,Canton,CT,41.84,-72.90,12.00
55044,89.03592,0,1642,Lakeville,MN,44.63,-93.26,1.00
18914,89.02699,0,1643,Chalfont,PA,40.29,-75.20,10.00
8520,89.019,0,1644,Hightstown,NJ,40.28,-74.57,31967.00
32308,89.00584,0,1645,Tallahassee,FL,30.56,-84.18,121.00
11766,88.99581,0,1646,Mount Sinai,NY,40.92,-72.64,1.00
6759,88.99305,0,1647,Litchfield,CT,41.79,-73.23,52.00
14221,88.9817,0,1648,Buffalo,NY,42.97,-78.75,23.00
94005,88.97073,0,1649,Brisbane,CA,37.69,-122.40,18.00
95037,88.96278,0,1650,Morgan Hill,CA,37.13,-121.68,362.00
55124,88.94753,0,1651,Saint Paul,MN,44.75,-93.20,17.00
60467,88.93576,0,1652,Orland Park,IL,41.81,-87.69,20.00
63119,88.92549,0,1653,Saint Louis,MO,38.59,-90.35,17.00
21047,88.91687,0,1654,Fallston,MD,39.53,-76.44,12.00
11725,88.90926,0,1655,Commack,NY,40.84,-73.28,1515.00
90703,88.89431,0,1656,Cerritos,CA,33.87,-118.07,63.00
46240,88.8813,0,1657,Indianapolis,IN,39.88,-86.20,80.00
22901,88.87192,0,1658,Charlottesville,VA,38.09,-78.56,121.00
7747,88.8605,0,1659,Matawan,NJ,40.41,-74.23,10.00
6231,88.85427,0,1660,Amston,CT,41.63,-72.37,4.00
70124,88.84895,0,1661,New Orleans,LA,30.00,-90.10,26.00
80202,88.84318,0,1662,Denver,CO,39.76,-105.00,9927.00
18980,88.84205,0,,Wycombe,PA,40.27,-75.02,1947.00
36830,88.83826,0,1663,Auburn,AL,32.55,-85.47,48.00
60119,88.83321,0,1664,Elburn,IL,41.83,-88.47,59.00
3753,88.83145,0,1665,Grantham,NH,43.46,-72.22,392.00
99163,88.82822,0,1666,Pullman,WA,46.83,-117.32,7498.00
19352,88.82438,0,1667,Lincoln University,PA,39.78,-75.89,850.00
7866,88.81914,0,1668,Rockaway,NJ,40.96,-74.50,54.00
73072,88.80926,0,1669,Norman,OK,35.22,-97.36,2.00
44116,88.79928,0,1670,Rocky River,OH,41.47,-81.85,29.00
98275,88.79158,0,1671,Mukilteo,WA,47.91,-122.30,24.00
8515,88.78813,0,,Chesterfield,NJ,40.15,-74.66,559.00
90278,88.78061,0,1672,Redondo Beach,CA,33.99,-118.18,8.00
27310,88.77243,0,1673,Oak Ridge,NC,36.17,-79.95,54.00
11782,88.76881,0,1674,Sayville,NY,40.75,-73.09,22.00
33487,88.76227,0,1675,Boca Raton,FL,26.41,-80.09,27.00
12495,88.75858,0,,Willow,NY,42.05,-74.20,262.00
2048,88.75462,0,1676,Mansfield,MA,42.01,-71.22,35.00
67235,88.74966,0,1677,Wichita,KS,37.71,-97.50,540.00
20105,88.74837,0,1678,Aldie,VA,38.96,-77.60,27.00
5465,88.74713,0,1679,Jericho,VT,44.46,-72.96,31.00
8248,88.74611,0,,Strathmere,NJ,39.19,-74.66,58.00
7630,88.74465,0,1680,Emerson,NJ,40.97,-74.02,57.00
10954,88.73895,0,1681,Nanuet,NY,41.10,-74.01,3.00
8802,88.73397,0,1682,Asbury,NJ,40.70,-75.03,54.00
82620,88.73323,0,,Alcova,WY,42.53,-106.76,27.00
60005,88.72744,0,1683,Arlington Heights,IL,42.06,-87.88,225.00
84025,88.7199,0,1684,Farmington,UT,40.97,-111.91,6.00
10930,88.71682,0,1685,Highland Mills,NY,41.37,-74.25,20.00
34119,88.71347,0,1686,Naples,FL,26.24,-81.67,121.00
3856,88.71115,0,1687,Newfields,NH,43.04,-70.98,88.00
3057,88.71049,0,1688,Mont Vernon,NH,42.85,-71.73,25560.00
92007,88.70802,0,1689,Cardiff by the Sea,CA,33.02,-117.27,126.00
88431,88.70595,0,,Newkirk,NM,34.78,-104.72,88.00
10547,88.70441,0,1690,Mohegan Lake,NY,41.28,-73.80,388.00
33129,88.70048,0,1691,Miami,FL,25.75,-80.20,89.00
75002,88.69188,0,1692,Allen,TX,33.21,-96.65,1867.00
8873,88.67775,0,1693,Somerset,NJ,40.49,-74.52,384.00
8826,88.66868,0,1694,Glen Gardner,NJ,40.58,-74.90,2.00
55409,88.66339,0,1695,Minneapolis,MN,44.93,-93.29,15.00
99587,88.65887,0,1696,Girdwood,AK,60.96,-149.14,11.00
11787,88.65179,0,1697,Smithtown,NY,40.86,-73.21,673.00
20715,88.64048,0,1698,Bowie,MD,38.98,-76.74,305.00
94930,88.63414,0,1699,Fairfax,CA,37.98,-122.61,921.00
55378,88.62875,0,1700,Savage,MN,44.75,-93.37,11.00
60157,88.62469,0,1701,Medinah,IL,41.84,-88.09,104.00
95035,88.61296,0,1702,Milpitas,CA,37.44,-121.86,9.00
10591,88.59753,0,1703,Tarrytown,NY,41.09,-73.84,19191.00
44718,88.59097,0,1704,Canton,OH,40.85,-81.44,12.00
24503,88.58527,0,1705,Lynchburg,VA,37.41,-79.21,244.00
95139,88.58077,0,1706,San Jose,CA,37.22,-121.74,5277.00
43147,88.57475,0,1707,Pickerington,OH,39.78,-82.66,209.00
66503,88.56805,0,1708,Manhattan,KS,39.25,-96.63,146101.00
21208,88.55972,0,1709,Pikesville,MD,39.39,-76.73,471.00
11959,88.55309,0,1710,Quogue,NY,40.92,-72.64,12.00
2071,88.5527,0,1711,South Walpole,MA,42.10,-71.27,643.00
38119,88.54821,0,1712,Memphis,TN,35.08,-89.84,21.00
97330,88.53728,0,1713,Corvallis,OR,44.64,-123.28,15.00
66215,88.52602,0,1714,Lenexa,KS,38.95,-94.74,56.00
12065,88.51405,0,1715,Clifton Park,NY,42.85,-73.79,3.00
14610,88.50388,0,1716,Rochester,NY,43.14,-77.56,1068.00
55047,88.50056,0,1717,Marine on Saint Croix,MN,45.20,-92.83,185.00
3768,88.49971,0,1718,Lyme,NH,43.80,-72.13,1.00
10917,88.49903,0,1719,Central Valley,NY,41.33,-74.12,22.00
32606,88.49539,0,1720,Gainesville,FL,29.70,-82.40,20.00
1520,88.48966,0,1721,Holden,MA,42.34,-71.85,119.00
66216,88.48317,0,1722,Shawnee,KS,39.01,-94.74,480.00
2556,88.47836,0,1723,North Falmouth,MA,41.65,-70.38,2.00
30087,88.47181,0,1724,Stone Mountain,GA,33.81,-84.14,55.00
80465,88.46312,0,1725,Morrison,CO,39.61,-105.20,17.00
60013,88.45631,0,1726,Cary,IL,42.20,-88.25,27.00
7757,88.45126,0,1727,Oceanport,NJ,40.31,-74.02,30.00
59716,88.45007,0,,Big Sky,MT,45.28,-111.27,22.00
61114,88.44697,0,1728,Rockford,IL,42.32,-89.00,97.00
8542,88.44328,0,1729,Princeton,NJ,40.35,-74.66,354.00
8034,88.43897,0,1730,Cherry Hill,NJ,39.90,-75.04,4.00
44012,88.43202,0,1731,Avon Lake,OH,41.50,-82.02,23.00
10920,88.427,0,1732,Congers,NY,41.15,-73.94,13.00
78705,88.42345,0,1733,Austin,TX,30.29,-97.74,43.00
91789,88.41379,0,1734,Walnut,CA,33.79,-118.30,5.00
6119,88.40303,0,1735,West Hartford,CT,41.76,-72.73,17.00
80123,88.39233,0,1736,Littleton,CO,39.62,-105.09,23.00
7936,88.38232,0,1737,East Hanover,NJ,40.82,-74.37,32.00
29464,88.37265,0,1738,Mount Pleasant,SC,32.85,-79.82,1.00
37212,88.36249,0,1739,Nashville,TN,36.13,-86.80,566.00
60118,88.3571,0,1740,Dundee,IL,42.02,-88.42,4.00
95630,88.34454,0,1741,Folsom,CA,38.59,-121.31,1.00
6762,88.33329,0,1742,Middlebury,CT,41.53,-73.12,187671.00
93720,88.32404,0,1743,Fresno,CA,36.85,-119.80,7778.00
88422,88.31613,0,,Gladstone,NM,36.37,-103.51,1219.00
20688,88.31587,0,1744,Solomons,MD,38.38,-76.44,1197.00
33178,88.31284,0,1745,Miami,FL,25.87,-80.35,89.00
34103,88.30698,0,1746,Naples,FL,26.19,-81.80,121.00
80218,88.29985,0,1747,Denver,CO,39.72,-104.97,9927.00
28210,88.28781,0,1748,Charlotte,NC,35.16,-80.85,23638.00
2537,88.27869,0,1749,East Sandwich,MA,41.73,-70.44,32.00
76262,88.27478,0,1750,Roanoke,TX,33.20,-97.12,645.00
6907,88.27014,0,1751,Stamford,CT,41.09,-73.54,96.00
28269,88.26067,0,1752,Charlotte,NC,35.33,-80.80,23638.00
73134,88.25235,0,1753,Oklahoma City,OK,35.62,-97.57,17232.00
1095,88.24905,0,1754,Wilbraham,MA,42.13,-72.49,31.00
21810,88.24645,0,,Allen,MD,38.39,-75.63,1867.00
49654,88.24631,0,,Leland,MI,44.99,-85.77,649.00
45039,88.24339,0,1755,Maineville,OH,39.32,-84.24,2780.00
92807,88.23383,0,1756,Anaheim,CA,33.64,-117.77,4.00
21401,88.2173,0,1757,Annapolis,MD,38.97,-76.61,233.00
93012,88.2028,0,1758,Camarillo,CA,34.20,-118.97,65.00
18051,88.1974,0,1759,Fogelsville,PA,40.60,-75.66,1.00
8054,88.18878,0,1760,Mount Laurel,NJ,39.96,-74.92,1.00
7980,88.18036,0,1761,Stirling,NJ,40.70,-74.45,4.00
94121,88.17078,0,1762,San Francisco,CA,37.78,-122.49,14455.00
53183,88.16124,0,1763,Wales,WI,43.00,-88.38,32.00
20176,88.15736,0,1764,Leesburg,VA,39.12,-77.60,6.00
75034,88.15113,0,1765,Frisco,TX,33.15,-96.80,37.00
3229,88.14729,0,1766,Contoocook,NH,43.30,-71.81,13.00
33913,88.14548,0,1767,Fort Myers,FL,26.53,-81.69,572.00
11793,88.13858,0,1768,Wantagh,NY,40.68,-73.51,66.00
81224,88.13189,0,1769,Crested Butte,CO,38.88,-106.95,47.00
80525,88.12377,0,1770,Fort Collins,CO,40.53,-105.21,572.00
5489,88.11565,0,1771,Underhill,VT,44.57,-72.91,105.00
30030,88.11003,0,1772,Decatur,GA,33.77,-84.29,124.00
92691,88.09657,0,1773,Mission Viejo,CA,33.61,-117.67,5.00
91423,88.08191,0,1774,Sherman Oaks,CA,33.79,-118.30,16.00
50312,88.07243,0,1775,Des Moines,IA,41.58,-93.69,34.00
93711,88.06226,0,1776,Fresno,CA,36.83,-119.83,7778.00
6022,88.05448,0,1777,Collinsville,CT,41.85,-72.92,3.00
19474,88.05347,0,1778,Skippack,PA,40.23,-75.40,21.00
34108,88.04955,0,1779,Naples,FL,26.24,-81.81,121.00
21777,88.04558,0,1780,Point of Rocks,MD,39.28,-77.53,52.00
14625,88.04317,0,1781,Rochester,NY,43.15,-77.51,1068.00
28374,88.03828,0,1782,Pinehurst,NC,35.21,-79.41,12.00
2672,88.03554,0,,West Hyannisport,MA,41.64,-70.32,17.00
55082,88.03001,0,1783,Stillwater,MN,45.06,-92.85,4.00
98070,88.02251,0,1784,Vashon,WA,47.43,-121.80,372.00
60526,88.01791,0,1785,La Grange Park,IL,41.81,-87.69,53.00
94950,88.01526,0,,Olema,CA,38.05,-122.77,47.00
70503,88.0112,0,1786,Lafayette,LA,30.20,-92.06,2005.00
2139,88.00108,0,1787,Cambridge,MA,42.37,-71.10,181.00
91709,87.98398,0,1788,Chino Hills,CA,34.84,-115.97,49.00
7070,87.96944,0,1789,Rutherford,NJ,40.83,-74.11,322.00
32819,87.96155,0,1790,Orlando,FL,28.45,-81.47,20.00
6518,87.95429,0,1791,Hamden,CT,41.42,-72.91,94.00
30041,87.94534,0,1792,Cumming,GA,34.20,-84.10,2.00
48307,87.93225,0,1793,Rochester,MI,42.66,-83.12,1068.00
